artist,pub_or_prep,item_t,author,author_s,isbn,imprint,language,size,pages,illustrations,concordance,bibliography,index,exhibition_list,cronology,ind_entr_cont,public_note
"Phillips, Bert Gee",1,Bert Geer Phillips and the Taos Art Colony.,,"['Schimmel, Julie', 'White, Robert Ranki']",0826314449,"Albuquerque : University of New Mexico Press, 1994.",English,29 cm,"xxv, 352","b&amp;w, some color",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.; Comments,"The introductory texts contain a biography of Phillips' career, as well as a chapter on ""The Hispanic and Native Peoples of the Southwest"".  

The appendices include exhibition lists, a checklist of works, and excerpts from the artist's correspondence and other writings."
"Pflug, Johann Bap",1,J.B. Pflug.,"Degreif, Uwe (ed.)",,3959760337,"Lindenberg i. Allgäu : Kunstverlag Josef Fink, 2016.",German,29  cm,331,chiefly color,No,Yes,No,No,No,,"Published on the occasion of an exhition at Museum Biberach, 29 Oct. 2016 - 19 Mar. 2017.
A catalogue raisonné of the work is found on pp. 310-321."
"Pérez Villaamil, Genaro",1,El paisajista romántico Jenaro Pérez Villaamil.,"Arias Anglés, Enrique",,8400063961,"Madrid : Consejo Superior de Investigaciones Científicas, Centro de Estudios Históricos, Departamento de H[istori]a del Arte ""Diego Velázquez"", 1986.",Spanish,25 cm,582,"b&amp;w, 16 color",No,Yes,No,No,No,Exhib. Hist; Bibliog.,"This study contains a prologue, biography and study of the work, plus a series of chronological chapters on the artist's career and life. There is also a separate section with excerpts of documents."
"Pèquignot, Jean-Pierre",1,Jean-Pierre Pèquignot : Baume les Dames 1765 Naples 1807.,"Beck-Saiello, Emilie",,8880520210,"Turin : Artema, 2005.",French,25 cm,137,some color,No,Yes,Yes,No,No,,
"Peyron, Pierre",1,"Pierre Peyron, 1744-1814.",,"['Rosenberg, Pierre', 'Sandt, Udolpho van de']",2903239029,"Neuilly-sur-Seine : Arthena, 1983.",French,28 cm,212,"218 b&amp;w, 8 color plates",No,Yes,Yes,Yes,No,,"In addition to the catalogue raisonné of the paintings and drawings, the publication  includes a biography, an index of sales, and excerpts of documents from Peyron's life."
"Pevsner, Antoine",1,Antoine Pevsner : catalogue raisonné de l'oeuvre sculpté.,,"['Lebon, Elisabeth', 'Brullé, Pierre', 'Marcadé, Jean-Claude (foreword)']",9782913274198,"Paris : Association ""Les amis d'Antoine Pevsner"" : Galerie-éditions Pierre Brullé, 2002.",French,25 cm,303,b&amp;w,Yes,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"The Introductory texts include a discussion of the ""Realistic Manifesto"",  published by Pevsner and his brother, Naum Gabo.

Appendices include a biography, a concordance with Pierre Peissi's ""Antoine Pevsner: Tribute by a Friend"" (Editions du Griffon, 1961), and a concordance table."
"Pettibon, Raymond",1,Raymond Pettibon : The Books 1978-1998.,,"['Ohrt, Robert (editor)', 'Kock, Uwe']",1891024175,"New York : Distributed Art Publishers, 2000.",English,22 cm,897,numerous b&amp;w,No,Yes,No,No,No,,"Originally published in a German ed. (Cologne:  Walther Ko¨nig).

The publication contains numerous published books and pamphlets by the artist, 30 of which are reprinted in their entirety and in their original formats. It also includes complete reprints of 2 previously unpublished books (""Poloriods"" and ""Tripping Corpse 12"") from the artist's archive."
"Pettenkofen, August Xaver Karl, Ritter von",1,August Pettenkofen 1822-1889. Vol. 2,"Weixlgärtner, Arpad",,,"Vienna : Gerlach &amp; Wiedling, 1916.",German,34 cm,352,,No,Yes,Yes,No,No,Exhib. Hist; Comments,"The second volume contains the catalogue raisonné of the artist's lithographs, dated and undated paintings, and drawings.  The catalogue also includes examples of the artist's handwriting and signatures."
"Petitot, Ennemond Alexandre",1,Ennemond Alexandre Petitot : Lyon 1727 -1801 Parma.,"Cirillo, Giuseppe",,,"Parma : Fondazione Cassa di risparmio di Parma : Monte di credito su pegno di Busseto, 2002.",Italian,30 cm,452,"b&amp;w ills., plans",No,Yes,Yes,No,No,Comments,"The publication is organized chronologically, and discusses individual buildings and projects from 1744-1801 by year. Not all works are illustrated. There is also a separate catalogue of Petitot's drawings and designs.  

Further apparatus includes a listing of manuscript sources, a bibliography, and indices."
"Peters, Carl William",2,,"Worley, Michael Preston",,,,,,,,,,,,,,
"Pettenkofen, August Xaver Karl, Ritter von",1,"August Pettenkofen, 1822-1889. Vol. 1","Weixlgärtner, Arpad",,,"Vienna : Gerlach &amp; Wiedling, 1916.",German,34 cm,548,"180 b&amp;w, 60 color",No,Yes,No,No,Yes,,"The first volume contains a biography of the artist and a discussion of his artistic career. Volume 1 contains the illustrations of works listed in the catalogue.

Volume 2 contains the catalogue raisonné of Pettenkofen's complete works."
"Piano, Renzo",1,Renzo Piano Building Workshop : Complete Works. Vol. 4.,"Buchanan, Peter",,0714839318,"London : Phaidon Press, 1993.",English,30 cm,240,"41 b&amp;w, 430 color",No,No,No,No,No,,
"Peruzzi, Osvaldo",1,Osvaldo Peruzzi : catalogo generale.,"Matteoni, Dario

Matteoni, Dario",,9788837063061,"Milan : Electa, 2014.",Italian,29 cm,343,numerous color ills.,No,Yes,No,Yes,Yes,Exhib. Hist; Bibliog.; Comments,"In addition to the catalogue raisonné, the publication includes an essay by Gino Agnese and a biography of the artist by Eva Frati.  The Appendices contain biographical, exhibition, and bibliographical references."
"Piano, Renzo",1,Renzo Piano Building Workshop : Complete Works. Vol. 1.,"Buchanan, Peter",,0714838984,"London : Phaidon Press, 1993.",English,30 cm,240,"245 b&amp;w, 283 color",No,No,No,No,No,,
"Piano, Renzo",1,Renzo Piano Building Workshop : Complete Works. Vol. 3.,"Buchanan, Peter",,0714835439,"London : Phaidon Press, 1993",English,30 cm,240,"41 b&amp;w, 385 color",No,Yes,Yes,No,No,,Covers Renzo's projects from the early 1990s.
"Piano, Renzo",1,Renzo Piano Building Workshop : Complete Works. Vol. 2.,"Buchanan, Peter",,0714828599,"London : Phaidon Press, 1993.",English,30 cm,,,No,No,No,No,No,,
"Petersen, Christian",1,"Christian Petersen, Sculptor.",,"['DeLong, Lea Rosso', 'Bliss, Patricia Lounsbury', 'Michels, Da', 'Pohlman, Lynette']",0831829461,"Ames : Iowa State University Press, in assoc. Brunnier Art Museum, Iowa State University, Ames, 2000.",English,29 cm,"xiii, 242",150 ca. b&amp;w,No,Yes,Yes,Yes,Yes,Provenance; Comments,"Published on the occasion of an exhibition at the Brunnier Art Museum, Iowa State University.  The catalogue raisonné, which was compiled by Dana Michels, Lea Rosson DeLong and Lynette Pohlman, records over 1,000 works by the sculptor.  Introductory material includes several sections dealing with the artist's life and work, a chronology, an index, and the exhibition checklist."
"Peters, Herbe",1,Herbert Peters : Plastiken und Skulpturen : Werkverzeichnis.,,"['Winter, Annegret', 'Riedl, P. A. (essay)']",3928342584,"Nuremberg : Verlag für Moderne Kunst, 1996.",German,19 cm,142,numerous b&amp;w,No,Yes,Yes,Yes,No,,"This was issued under the aegis of the Institut für Moderne Kunst Nürnberg as a catalogue for an exhibition at the Künstlerwerkstatt Lothringer Str. 13, Munich.



This exhibition catalogue constitutes the first part of a complete catalogue of the artist's works, covering works up to 1996 (catalogue numbers 1-222). 


In addition to the catalogue, the publication contains a biography, a list of works in public spaces, and a list of solo and group exhibitions. 

For later works, see ""Herbert Peters: Plastiken und Skulpturen 1996 bis 2006: Werkverzeichnis"" (Nuremberg, 2007) (cited in this database)."
"Peterdi, Gabo",1,"Gabor Peterdi : Twenty-five Years of his Prints, 1934-1959.","Johnson, Una E",,,"Brooklyn, NY : Brooklyn Museum Press, 1959.",English,26 cm,45,"b&amp;w, 1 color",No,No,No,No,Yes,,"Catalogue of an exhibition held at the Brooklyn Museu (Oct. 26-Jan. 4, 1960), with a (mostly unillustrated) catalogue raisonné."
"Pesne, Antoine",1,Antoine Pesne.,,"['Berckenhagen, Ekhart (contr.)', 'Poensgen, Georg (intr.)']",,"Berlin : Deutscher Verein für Kunstwissenschaft, 1958.",German,32 cm,230,numerous b&amp;w,No,Yes,Yes,No,No,Provenance; Bibliog.,Issued under the aegis of the Staatlichen Schlösser und Gärten Berlin in Verbindung mit dem Deutschen Verein für Kunstwissenschaft.
Perugino,1,"Pietro Vannucci, Called Perugino.","Williamson, George C.",,,"London : G. Bell &amp; Sons, 1900.",English,21 cm,"xv, 160",numerous b&amp;w plates,No,Yes,Yes,No,No,Provenance; Comments,"In addition to the catalogue raisonné, the publication includes a biography of Perugino, a chronological list of paintings, and an index."
"Perronneau, Jean-Baptiste",1,Dictionary of Pastellists before 1800.,,"['Jeffares, Neil', 'Rosenberg, Pierre (intro.)']",68703948,"London : Unicorn Press, 2006.",English,31 cm,758,"approx. 3,000 b&amp;w; 2,000 color",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.; Comments,"This is a comprehensive dictionary of pastellists, many for whom it serves as a catalogue raisonné of their work in pastel.   An expanded and continually updated online edition was published in 2008, renamed ""Pastels &amp; Pastellists""  (See Full Text link on this page). 

There is a bibliography, an index of sitters, an exhibition list, index of museums, a biographical index of collectors, an index of engravers of pastels, a list of suppliers, genealogies, and documents."
"Perceval, John",1,John Perceval.,"Allen, Traudi",,0522844952,"Carlton, Victoria : Melbourne University Press, 1992.",English,30 cm,"vii, 185","b&amp;w, some color plates",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Comments,"The catalogue raisonné includes a biography of the artist with a discussion of his works by decade. The catalogue raisonné of the paintings lists works from 1936-1981. 

The author notes that paintings executed from 1984-1991 have been excluded, as have certain paintings from the 1970s that do not ""sit appropriately"" with the body of his work.

The Appendix includes a catalogue of ceramics and drawings referred to in the text."
"Pennell, Joseph",1,Catalogue of the Etchings of Joseph Pennell.,,"['Wuerth, Louis A. (compiled by)', 'Pennell, Elizabeth Robins (Introduction)']",0915346931,"San Francisco : Alan Wofsy, 1988.",English,32 cm,"xx, 312",854 b&amp;w,No,No,Yes,No,No,,"Reprint of the 1928 edition (Boston, Little, Brown &amp; Company), which catalogues 854 etchings."
"Pennell, Joseph",1,Catalogue of the Lithographs of Joseph Pennell.,,"['Wuerth, Louis A.', 'Pennell, Elizabeth Robins (Introduction)']",1556601425,"San Francisco : Alan Wofsy, 1991.",English,31 cm.,"xxii, 243",621 b&amp;w,No,No,Yes,No,No,,"Reprint of ""Catalogue of the  Lithographs of Joseph Pennell"", Boston, Little, Brown &amp; Co., 1931."
"Perronneau, Jean-Baptiste",1,"Jean-Baptiste Perronneau, ca. 1715-1783 : un portraitiste dans l'Europe des Lumières.",,"[""Arnoult, Dominique d'"", 'Roche, Daniel', 'Salmon, Xavier (preface)']",9782903239541,"Paris : Arthena, 2014.",French,33 cm,447,"450 ills., 170 in color",No,Yes,Yes,No,No,,"The catalogue was published in conjunction with the Foncière de Paris, the Fondation Ville et Patromoine and l'Université de Lausanne."
Perugino,1,Tutta la pittura del Perugino.,"Camesasca, Ettore",,,"Milan : Rizzoli, 1959.",Italian,31 cm,189,"235 plates, 4 in color",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Comments,"The publication was re-issued by Rizzoli in 1969 as ""L'opera completa del Perugino""."
Perugino,1,Perugino : opera completa.,"Scarpellini, Pietro",,8843510908,"Milan : Electa, 1984.",Italian,29 cm,335,"300 b&amp;w, 50 color",No,Yes,Yes,No,Yes,Provenance; Bibliog.; Comments,"The publication includes 325 works arranged chronologically. The catalogue lists autograph works, as well as rejected attributions Perugio, and works by his collaborators and pupils.  


A new edition was published by Electa in 1991."
Perugino,1,Perugino : catalogo completo.,"Garibaldi, Vittoria",,8880300911,"Florence : Octavo, 1999.",Italian,27 cm,175,"b&amp;w, some color",No,Yes,Yes,No,Yes,Provenance; Comments,"In addition to the catalogue raisonné, the publication includes a biographical essay and a topographical index."
"Peters, Herbe",1,Herbert Peters : Plastiken und Skulpturen 1996 bis 2006 : Werkverzeichnis.,,"['Peters, Herbert', 'Riedl, Peter Anselm (intr.)', 'Sundheimer, Florian (ed.)']",9783939738855,"Nuremberg : Verlag für Moderne Kunst Nürnberg, 2007.",German,29 cm,unpaginated,b&amp;w,No,No,No,No,No,,"This is considered the second part of a catalogue of the artist's work; the title on the spine is "" Herbert Peters Band II"". 


There is an addendum to the catalogue of earlier works listed in part one of the catalogue, a biography, a list of works in public places, and a list of exhibitions.  See also: ""Herbert Peters: Plastiken und Skulpturen: Werkverzeichnis"" (Nuremberg, 1996) (listed in this database)."
"Pencz, Georg",1,Die Holzschnitte des Georg Pencz.,"Röttinger, Heinrich",,,"Leipzig : K.W. Hiersemann, 1914.",German,31 cm,46,"15 b&amp;w ills., 24 b&amp;w plates",No,Yes,No,No,No,Bibliog.; Comments,"The catalogue lists 40 woodcuts by the artist.  Entries include title, date, references, inscriptions, and comments.  Not all works are illustrated."
"Pencz, Georg",1,Catalogo completo dell'opera grafica di Georg Pencz.,"Landau, David",,,"Milan : Salamon &amp; Agustoni, 1978.",,31 cm,189,b&amp;w,Yes,Yes,Yes,No,No,Bibliog.; Comments,"Published in the series: ""Classici dell'incisione"", 6-7.
The catalogue lists 172 authentic works by Pencz, with complete discussions of each print.  It also cites 19 rejected attributions.  There is a concordance with Bartsch, LeBlanc, Roetinger, and Geisberg, as well as an index of names and places"
"Peeters, Clara",1,Clara Peeters (1594 - ca. 1640) and the Development of Still-life Painting in Northern Europe.,"Decoteau, Pamela Hibbs",,3923641389,"Lingen : Luca Verlag, 1992.",English,30 cm,199,"ca. 106 b&amp;w, 19 color",No,Yes,Yes,No,No,,"A monograph on the work of the still largely undocumented career of the Flemish still-life painter.  

NB: The author misunderstood the Rijksbureau voor Kunsthistorische Documentatie's (RKD) abbreviation system on photographs of works in their photo collection. The RKD writes ""UBI"" on the photo when its location is unknown, but Decoteau understood this to mean that there was an anonymous ""Ubimaster"" working in Clara Peeters' style. See Peter Sutton, ""IFAR Journal"", Vol. 8, Nos. 3-4 (2006), p. 35."
"Pavil, Elie Anatole",2,,"Gallard, Pierre-Yves",,,,,,,,,,,,,,
"Pearlstein, Philip",1,Philip Pearlstein : The Complete Paintings.,,"['Bowman, Russell', 'Kramer, Hilton (Intro)', 'Sandler, Irving']",093351669X,"New York : Alpine Fine Arts Collection, Ltd., 1983.",English,31 cm,"xxxvi, 363","500 b&amp;w, 120 color plates",No,Yes,No,Yes,Yes,,"The catalogue raisonné covers all of Pearlstein's paintings up to the date of publication. The catalogue was produced in conjunction with an exhibition, ""Philip Pearlstein : A Retrospective,"" organized by the Milwaukee Art Museum and held at several American venues."
"Pechstein, Max",1,Das druckgraphische Werk Max Pechsteins.,"Krüger, Günter",,3926483008,"Tökendorf : R.C. Pechstein-Verlag, 1988.",,29 cm,368,"over 300 b&amp;w, some color",Yes,No,No,No,Yes,,"Published under the aegis of the Max Pechstein Archiv, Hamburg."
"Peale, Charles Willson",1,Charles Willson Peale.,"Sellers, Charles Coleman",,,"Philadelphia : American Philosophical Society, 1947.",English,25 cm,,b&amp;w,No,Yes,Yes,No,No,,"Issued in the series: ""Memoirs of the American Philosophical Society"", v. 23, pt. 1-2.  
The first volume was originally published in 1939 as ""The Artist of the Revolution; the Early Life of Charles Willson Peale.""  


Although it is generally considered to be a catalogue rasionné, this early study on the artist is essentially a biography, organized chronologically (portraits are listed by sitter's name).   The second  volume includes a genealogy of the Peale family."
